pdb,auc_roc,auc_pr,epitope_rank_score
7bek,0.8769480519480519,0.6751578897027416,0.8018041237113401
7bel,0.48710709580274797,0.15835644562208734,0.491877538269291
7bem,0.870732574679943,0.5689308276688888,0.7976796830786643
7ben,0.8351729212656365,0.43668858495065355,0.7871410736579274
7beo,0.8918478260869565,0.4657892821005367,0.8453314326443335
7bep,0.8957627118644068,0.5097340860048198,0.8581218274111675
7bnv,0.6434691745036573,0.18776167023699014,0.6246000710984714
7bwj,0.8477842003853564,0.3559721219190194,0.8127147766323025
7byr,0.8692676249144422,0.15518392323846691,0.8608884435537743
7bz5,0.884182966271369,0.6522511090907812,0.801606329417406
7c01,0.8919354838709677,0.6384911251230257,0.8141025641025641
7c2l,0.858687096604922,0.19455641002058952,0.8525079822844782
7c8v,0.8953754578754578,0.6769620572307347,0.844964314036479
7c8w,0.8552321007081038,0.4293566127880284,0.8013234077750208
7cah,0.5706349206349206,0.2175366298137179,0.5596169193934557
7cai,0.7070714975089339,0.080122765330063,0.6996587886998845
7cak,0.7441925777331996,0.06216719273069168,0.7387084148727984
7can,0.8385129819040125,0.4274581164317814,0.7872622001654261
7cdi,0.8866513233601842,0.6671161504265739,0.8224654926225607
7cdj,0.857906194339996,0.4640910405475641,0.8032923179248421
7ch4,0.8722033291569716,0.6389906734384322,0.8016101207590569
7ch5,0.9153535353535354,0.7112600350180558,0.8431859579400562
7chb,0.8664957264957265,0.6049715352749182,0.79351512684846
7chc,0.8764311093564943,0.5768130729255087,0.8092253294760526
7che,0.8879400487974904,0.6367653335859123,0.8125870231133389
7chf,0.8408284023668638,0.30562859044730306,0.8074074074074072
7chh,0.8878439425051335,0.20209783120783728,0.8786386386386386
7cho,0.8913984566158479,0.6119077948551995,0.8273976882224305
7chp,0.8811643835616438,0.6800977941912124,0.8018817204301076
7chs,0.8736290718611884,0.6036883294858241,0.7956354300385109
7cjf,0.8812370476645942,0.6521054209371826,0.803243650993211
7cm4,0.8674375387156721,0.45679962879483343,0.8156228008444759
7cwl,0.8072212916434022,0.09500293739487685,0.7995941146626079
7cwm,0.8151498231900243,0.0934861524392204,0.8073131840255127
7cwn,0.8099013586450772,0.0876636234355842,0.8022033775458434
7cwo,0.7961854069638501,0.30205064367610995,0.7575410462008401
7cws,0.8070237050043898,0.07288331124150227,0.8024058938643951
7cwt,0.9020123580494321,0.1780630386405315,0.8930609915198957
7cwu,0.8305531167690957,0.11331253079734625,0.8255439161966157
7cyh,0.8005747126436782,0.3002025790237089,0.7721649484536083
7cyp,0.8192784417884019,0.08556074507533933,0.8141443792128723
7cyv,0.6475694444444444,0.16171955341091837,0.6317274305555557
7czp,0.8184113865932048,0.14927114217753062,0.8074922532093848
7czq,0.803077062721249,0.15289870906146427,0.7896890698077257
7czr,0.8763586533370706,0.1553596505762047,0.8645099102355562
7czs,0.8932860431833736,0.1682648461627481,0.8808943456411182
7czt,0.8276988601989206,0.21083908389115522,0.8141619568238672
7czu,0.8246920552006495,0.09673154606286072,0.8158291629533145
7czv,0.8248685278650337,0.09995906217162585,0.8160005484335368
7czw,0.8098970831333653,0.05371562869555449,0.8045411740085802
7czx,0.8038834092617984,0.14216722387172637,0.797432794537125
7czy,0.8700509683995923,0.11983041467978933,0.861351888667992
7czz,0.8907535641547861,0.19484622444520378,0.8815491559086395
7d00,0.8731392191742345,0.15025743859792354,0.861372691053966
7d03,0.806111022236442,0.05369540689440181,0.8008266192319766
7d0b,0.8414917028489859,0.0878361721399625,0.8362179862004444
7d0c,0.8123408126137053,0.1299362160929912,0.8022615420670259
7d0d,0.8282376780499433,0.13468475350732875,0.8231778767283807
7d2z,0.49662859501857715,0.19581134493436372,0.49967090829311106
7d30,0.6958440999138674,0.5363648699915915,0.6281785516860144
7d4g,0.8423713235294118,0.2256991853940929,0.8228829993535874
7d6i,0.5924908424908425,0.11047787943501451,0.5866666666666666
7dcc,0.7848139031849034,0.12147303872486326,0.7738771419025345
7dcx,0.7396399345335516,0.11296949695256196,0.7291085481117542
7dd2,0.8292201938246563,0.11713541627917348,0.8181126331811261
7deo,0.8715116279069768,0.5998027944645304,0.8188118811881188
7det,0.6628527841342486,0.21417041712656515,0.6461228148812191
7deu,0.9389199255121043,0.6535549017471214,0.9075601374570447
7djz,0.8770459081836327,0.5374867064585025,0.8221658206429782
7dk0,0.8477760736196318,0.5595450946735069,0.7932692307692308
7dk2,0.9036425902864259,0.7485164578414312,0.812799043062201
7dk4,0.8077248140635563,0.14787020163267667,0.7973744292237444
7dk5,0.8316083576287657,0.23349063140462287,0.8184698536949027
7dk6,0.8237780040733198,0.21495879079847027,0.8115949119373778
7dk7,0.794783819397827,0.17102379395901568,0.7834470908309865
7dpm,0.6163761801016703,0.20837415367694997,0.5987394957983192
7dx4,0.64943741209564,0.2541675132107343,0.6242840778923252
7dzx,0.8144268774703558,0.03236229098112767,0.8118395303326811
7dzy,0.7839114236238652,0.06858161962222337,0.7791224636934801
7e23,0.8404733727810652,0.4912515009645596,0.7991752577319586
7e39,0.8304073033707864,0.3039767576524571,0.8057345360824741
7e3b,0.7415123456790124,0.34881425101800356,0.7042525773195877
7e3c,0.8759398496240601,0.6978091836833598,0.7971281296023565
7e3k,0.9238441107919129,0.21147642432397612,0.916214779372674
7e3l,0.9132449757449755,0.23120276930709716,0.9036933739012847
7e3o,0.8426573426573427,0.491204221054157,0.7854737854737853
7e5o,0.883406432748538,0.6689331204214448,0.8126477541371159
7e5r,0.7312587480876274,0.05974957941768379,0.7247332870399597
7e5s,0.8495171202809482,0.15986477632276092,0.8441924715091517
7e5y,0.8354430379746836,0.5035400496442616,0.783068783068783
7e7x,0.9659735349716446,0.7828607179504076,0.9215500945179582
7e7y,0.88975791433892,0.5300509145710384,0.8621993127147768
7e86,0.9057894736842105,0.6817434713192351,0.8264277715565509
7e88,0.8783422459893049,0.5829191329806609,0.812578222778473
7e8c,0.8386773547094188,0.13401051063292435,0.8312133072407045
7e8f,0.829613500272183,0.3254452758067822,0.7938912938912939
7e8m,0.8903574087862993,0.5985421300559158,0.8238357843137254
7e9n,0.6303108808290155,0.017644936702031128,0.6292221084953941
7e9o,0.736620045845653,0.08348467618098053,0.7297984675809671
7e9p,0.5632668711656441,0.18425344765769822,0.555448717948718
7e9q,0.769642204577921,0.0790617066458572,0.7617989826798015
7eam,0.601663961038961,0.15740750155110747,0.5901610644257704
7ean,0.6256850566313482,0.2079394969248537,0.6063348416289592
7eh5,0.8970967994365757,0.10116589263775469,0.8924158171146123
7ej4,0.8618201020947016,0.13597615556067483,0.8540833440846342
7ej5,0.8739787266841375,0.06883032351708428,0.8696644601689112
7ejy,0.8943994601889338,0.7007121031875242,0.8197232772653281
7ejz,0.8734335839598998,0.7001065697778852,0.7951644575355916
7ek0,0.8390522875816994,0.5862836272353286,0.7713730569948187
7enf,0.7603590180218532,0.12650365736015115,0.753315649867374
7eng,0.6940035273368608,0.37322492348279124,0.6697056030389363
7epx,0.7540858018386108,0.06380978323533681,0.7475173783515393
7ey5,0.8616161616161616,0.4972301819872772,0.8287795992714025
7eya,0.7414141414141414,0.390158358579725,0.7006126842192417
7ezv,0.8399810066476732,0.3423668444792438,0.7925521149564866
7f0x,0.9199101796407185,0.5877166937944257,0.8859289617486339
7f12,0.9207792207792207,0.4818532522505536,0.8863905325443787
7f15,0.9424603174603176,0.5912984157928248,0.9089253187613843
7f3q,0.7480594366821912,0.2835857909461588,0.7161130202367316
7f5g,0.9238483766785655,0.7267097147937549,0.8463872035300607
7f5h,0.6938997821350763,0.29135530435375756,0.6628151260504201
7f62,0.7608346709470305,0.237073667584699,0.7358219669777459
7f63,0.9159663865546217,0.5834236749461663,0.8829441324268402
7f6y,0.8751033912324235,0.719369006153818,0.802273328046524
7f6z,0.8397435897435898,0.5563314711998746,0.7757731958762888
7f7e,0.7617977528089888,0.25413649638644553,0.7378787878787878
7f7h,0.8700332746134273,0.6676497173902203,0.7880844645550529
7fae,0.782031105350861,0.1221095297400364,0.776349148859109
7faf,0.8507925698936935,0.1647978256867835,0.8418746778587733
7fat,0.5431161711996627,0.18277032864350573,0.5385694249649369
7fau,0.8245192307692308,0.432505300246115,0.7778280542986425
7fcp,0.5578022875816994,0.18110067521865794,0.5505067567567568
7fcq,0.6452612017344621,0.1914346067765723,0.6263194933145672
7fg2,0.7829090909090909,0.11360485035860383,0.777308308130226
7fg3,0.7543271915131211,0.06712216194067888,0.7480974124809741
7fh0,0.8355481727574751,0.41943869224217584,0.7949836423118866
7fjc,0.7447222222222222,0.2578078305296889,0.7138409961685824
7fjn,0.9022411474675034,0.21991505743319956,0.8934279084022944
7fjo,0.8934312452424663,0.2617406529293744,0.8848307234712626
7fjs,0.8911585365853658,0.39019587465856925,0.851358695652174
7jmo,0.8840956340956341,0.6652606900834728,0.813051393362274
7jmp,0.9199172576832151,0.6661173434420407,0.8618686868686868
7jmw,0.6045765611633875,0.18635014228443078,0.592124542124542
7jn5,0.5553763440860215,0.1446531954984668,0.5507448789571695
7jv2,0.4149560117302053,0.4130575400978695,0.4596912521440824
7jv4,0.8754774637127578,0.08387599278309665,0.8717077315208157
7jv6,0.9421344421344421,0.22807727759512586,0.9358580689184578
7jva,0.4971867007672634,0.11491697545655086,0.5001126379815275
7jvb,0.7593701485917055,0.29014501259195186,0.7258495609011073
7jvc,0.6905265703403664,0.02910316277200769,0.6877599524658349
7jw0,0.8036290322580646,0.04185047807148272,0.7996027805362463
7jx3,0.469383813019123,0.1381500251640214,0.4767025089605734
7k43,0.8475809904381333,0.10885326862707123,0.8409281520827508
7k45,0.8881261123824052,0.5364236311538849,0.8446884805020171
7k4n,0.8897883312346346,0.184651996670284,0.8836496522456678
7k8m,0.8918918918918919,0.6486557332307585,0.8179347826086957
7k8s,0.824435318275154,0.12070202249420683,0.8152390438247011
7k8t,0.7824929652445053,0.09327341375536473,0.7753727753727754
7k8v,0.8055381400208987,0.10020583074524626,0.7997952917093142
7k8w,0.8491814698711251,0.24215024253166825,0.8380471380471382
7k8x,0.8835102367100413,0.2098820322771423,0.8752061095200903
7k8z,0.8221525600835947,0.07441505381991292,0.8176954732510288
7k90,0.8120741502036466,0.1434280743831399,0.8041481481481482
7k9h,0.8004119464469619,0.07707098579605749,0.7948536831483349
7k9i,0.772,0.31457069038912105,0.7466666666666667
7k9j,0.6820276497695852,0.13755244798714464,0.6786441664242072
7k9k,0.6764516129032258,0.2644959397222241,0.659142857142857
7k9z,0.7294696321642429,0.2487247495428853,0.6990842490842493
7kfv,0.9106451612903226,0.7157362141186506,0.828974358974359
7kfw,0.8738709677419354,0.6480284065938642,0.7997435897435897
7kfx,0.8826429980276134,0.6583793845862415,0.8086785009861934
7kfy,0.9048323471400395,0.7245591720201024,0.8264299802761342
7kgj,0.8672839506172839,0.538330297126295,0.8061224489795918
7kgk,0.8760714285714286,0.7138530992605738,0.8111355311355312
7kkk,0.8786806993328733,0.2513399522610993,0.8655744067420715
7kkl,0.8728749474863464,0.2673642384206427,0.8596051140961322
7klg,0.8726785714285714,0.6141318303080932,0.8083516483516484
7klh,0.8809523809523809,0.6177939570618769,0.8225
7klw,0.8739451476793249,0.6109214697697722,0.8071305841924398
7km5,0.814429012345679,0.45364821301414854,0.7651417525773196
7kmg,0.8947951273532668,0.4748569929940976,0.8544288181593881
7kmh,0.8910714285714285,0.6080063746635621,0.8234432234432235
7kmi,0.9063957361758828,0.769337936548319,0.83015574650913
7kmk,0.8868526415155757,0.2103906458883058,0.8756076005302695
7kml,0.9148130985480383,0.27834191018029564,0.9047493602288124
7kn3,0.8705767350928642,0.637207555826669,0.8145161290322581
7kn4,0.8414473684210527,0.5661097456051813,0.7879120879120881
7kn5,0.8666389696717905,0.4786728827840611,0.8146772767462424
7kn6,0.5509398496240601,0.1923451787071197,0.544079449961803
7kn7,0.8652468152866242,0.5236019372954861,0.8060515873015872
7kqb,0.904087231308817,0.1796901889239863,0.8931101963695256
7kqe,0.7538989490455618,0.07402504845862426,0.7461898831761845
7ks9,0.9204980311685431,0.3526424346336727,0.9048152295632698
7ksg,0.7961593221516131,0.10524842579394875,0.7882448208381132
7kxj,0.8954404972740216,0.15365671773667466,0.8847088197584183
7kxk,0.9207146845337799,0.2874775613811772,0.9100891498151773
7kzb,0.8482316903369534,0.4282888809109824,0.8127480158730156
7l02,0.28790072388831434,0.004072875403449901,0.2895061728395062
7l06,0.26720947446336046,0.00524221165851444,0.26940035273368607
7l09,0.2982419855222337,0.004125415974100668,0.29979423868312755
7l0n,0.46782544378698226,0.1400366006002816,0.4754353233830846
7l2c,0.898991568854356,0.6378278684121568,0.8686530860443906
7l2d,0.901510205858032,0.16822050909966432,0.8929634986811879
7l2e,0.8370265151515152,0.11241410562789324,0.8269630626223092
7l2f,0.8953284943234692,0.2322479811454629,0.8853736319489746
7l56,0.8937186642701731,0.15500124088257514,0.8854157033200778
7l57,0.9184726522187823,0.07275133389084337,0.9147088866189991
7l58,0.8372062231049322,0.06402608206490826,0.8327462491846054
7l5b,0.810952380952381,0.3904849961612139,0.7590196078431372
7l7d,0.9818181818181817,0.8447567810329923,0.935204081632653
7l7e,0.9019548872180452,0.4297622045218418,0.8651654910472054
7laa,0.8400830737279336,0.16349731293412692,0.830978809283552
7lab,0.711369622475856,0.06360344364244414,0.704490438150569
7ld1,0.8616904500548848,0.2606631890371546,0.8477344573234984
7ldj,0.8431028431028431,0.5792436454571892,0.7792556954860619
7ljr,0.8467023172905526,0.23246058691522262,0.8357829794955544
7lm8,0.5814577741069585,0.1642345641216788,0.5719563687543984
7lm9,0.7237538290169869,0.2801360124819672,0.7018849206349207
7lop,0.4929744706115179,0.14677731817929485,0.4966744263385434
7lq7,0.9045714285714286,0.6066578889354514,0.8656410256410256
7lqv,0.9074087381431447,0.30944509008554616,0.8967360916969528
7lqw,0.781622763419483,0.04174393496382839,0.7777030332681018
7lrs,0.9087124591138864,0.5781662765898372,0.8716433941997852
7lrt,0.9280655157149182,0.2752055643271086,0.9210154381387259
7ls9,0.8896960587842351,0.29519068710550234,0.8810339204174821
7lss,0.9160048458742764,0.28230957471902235,0.9068636044880786
7lx5,0.8189905591866375,0.42457691039105316,0.7662064825930371
7lxw,0.5329861111111112,0.329907214096034,0.5299479166666666
7lxx,0.7477355072463768,0.4587597359470782,0.7040555352575812
7lxy,0.9032396175253319,0.17092914134808448,0.8954431087503494
7lxz,0.8431092716807003,0.0771981120707694,0.83654831795732
7ly0,0.7361290322580645,0.4798449285822651,0.6840679635557744
7ly2,0.8989581846724704,0.2894640045928761,0.8912496505451495
7ly3,0.8254837531945965,0.5055050294471342,0.7891682785299807
7m3i,0.49775885253249663,0.10036643806584933,0.5003005409737528
7m42,0.6368923971749065,0.20259282213566646,0.6190981432360743
7m6d,0.3972857408440231,0.13362255572763043,0.41713048855906
7m6e,0.7711955227435103,0.17543508288336152,0.7626625992862899
7m6f,0.8802231718898386,0.17183375001577791,0.8708185601973178
7m6g,0.8912764275834815,0.16424231040548684,0.8834421078075901
7m6h,0.8939924380338888,0.3051753556022318,0.8799428170685655
7m6i,0.8404760847359772,0.1356423259607418,0.8331597674216785
7m7b,0.47405329593267886,0.09982202072913293,0.4793010193467859
7m7w,0.5106753812636166,0.13124350750157082,0.5117503290092122
7m8j,0.9324419422941591,0.7028780025974428,0.8941326530612246
7mdw,0.7654411764705882,0.23654220828111272,0.7351804123711342
7me7,0.6140804597701149,0.14894540493039823,0.6048969072164949
7mej,0.7468137254901961,0.22714065858981833,0.7188573883161512
7mf1,0.8505367464905037,0.3823507969203505,0.8151693667157586
7mfu,0.8945147679324894,0.7335616521732391,0.8189509306260575
7mjh,0.8923134189465848,0.2920047805111695,0.8824382112053345
7mji,0.843764705882353,0.5461465234636553,0.8022564102564103
7mjj,0.895967051775781,0.23930143383938826,0.8817334431970337
7mjk,0.8506632434745399,0.18671125714996104,0.8381141209187352
7mjl,0.8684121621621621,0.5678700431560311,0.8017560707916036
7mkl,0.9346475659229209,0.25296289960200596,0.9282060878243512
7mkm,0.7908496732026145,0.261237009501631,0.7672090112640801
7mlz,0.8418552036199095,0.5428538606105586,0.7990580847723705
7mm0,0.828931109051591,0.15649508251272015,0.821052235435797
7mmo,0.8586320874650394,0.5336378952933748,0.8186911698789779
7msq,0.5124223602484472,0.14714419727161857,0.5132275132275133
7mw2,0.9017453798767967,0.30938098117279217,0.8902390438247011
7mw3,0.8844408665105385,0.2667961886568422,0.8742174160500854
7mw4,0.9034482758620689,0.28515652828433236,0.8922928973760131
7mw5,0.8603015075376885,0.1629033001723773,0.8512720156555772
7mw6,0.8715,0.12290596686213007,0.8639921722113505
7mxp,0.879528661176394,0.21166227640677804,0.8685057761504954
7my2,0.7706663326653307,0.09350249850511307,0.7647994129158512
7my3,0.7937306501547988,0.09368423670780515,0.7848401598401599
7mzf,0.9122251832111925,0.6713738194006088,0.8348549946294309
7mzg,0.8805993942292364,0.669563762999773,0.8027407593663567
7mzh,0.9049329501915708,0.5846542323890844,0.8583754208754208
7mzi,0.8825024437927663,0.5851445099516698,0.8245556287030942
7mzj,0.8505058847821598,0.5277057581913389,0.8011963406052076
7mzk,0.7008571428571428,0.1818689278517779,0.6828205128205128
7mzl,0.8485714285714286,0.5580041176283135,0.7885714285714286
7mzm,0.637670609645132,0.2535357307803357,0.6151785714285716
7mzn,0.8805582603050957,0.6172785288342483,0.8077573864375893
7n0g,0.8782168186423506,0.20758457156071858,0.8657534246575342
7n0h,0.861674554879423,0.1595013580363538,0.8494237877799523
7n3i,0.8866832092638544,0.5859246721794501,0.8115252445149351
7n4i,0.8005239520958084,0.34647684011047514,0.7547110552763819
7n4j,0.9104651162790697,0.6136490332482523,0.851980198019802
7n4l,0.9028787438208781,0.4511084031801983,0.8671052631578946
7n4m,0.49646464646464644,0.1056483934477568,0.49932493249324933
7n5h,0.8342988808426597,0.1333091036903642,0.8245429309849716
7n62,0.9085561497326203,0.47277630946209687,0.877912701017394
7n8h,0.8837589376915219,0.19242076830720842,0.8765765765765765
7n8i,0.4336466165413534,0.12816876908203265,0.44446264744429886
7n9a,0.7978395061728395,0.42294729998164615,0.7591642924976257
7n9b,0.8676005747126437,0.14413089970557663,0.8573271503782993
7n9c,0.7559758087741193,0.09022350751741369,0.7478664192949908
7n9t,0.8033433133732535,0.06569919723735411,0.7978962818003914
7nd3,0.9000233181765186,0.30449264383290253,0.8859678687787889
7nd4,0.8635230272807275,0.20727407099511969,0.8538637011690904
7nd5,0.8983225275290727,0.2939376756414328,0.8823152235566843
7nd6,0.9052160168598524,0.265611581354794,0.8893326592517695
7nd7,0.7950371057513915,0.1324660980678606,0.7890582471420795
7nd8,0.8853389071364586,0.1347264746495274,0.8793002230832452
7nd9,0.885494189842016,0.15503030080234545,0.8773079213817748
7ndb,0.9569860279441117,0.28319096626632895,0.9485322896281799
7ndc,0.8798411122144986,0.15429643987014005,0.8747553816046967
7ndd,0.9377834467120181,0.26785001379140755,0.932275649986022
7neg,0.8750493485984998,0.5680335852902286,0.8081002892960462
7neh,0.9211170994610485,0.7392748021548234,0.8398744113029827
7nll,0.5975192472198461,0.16222830490391194,0.5860805860805861
7np1,0.8658911325724319,0.6361521007467397,0.7948179271708684
7ns6,0.7840684906011539,0.060925367856787815,0.7770529825324345
7ntc,0.8411029064419084,0.1852701616635104,0.8279079757529474
7nx6,0.44006659267480575,0.1491232549060526,0.45321548308442544
7nx7,0.3975212726600074,0.13977756563115848,0.4181651935385553
7nx8,0.40316205533596844,0.13579005012966539,0.42221180880974696
7nx9,0.8942217203086769,0.6004929744636471,0.8297407060293659
7nxa,0.8779385171790235,0.6404048750903546,0.8119911176905995
7nxb,0.9000353857041755,0.6859353409532839,0.8280080598733447
7oan,0.8648746238716148,0.22712554930395007,0.8564383561643836
7olz,0.5687426556991774,0.15178672727384535,0.562420544113908
7or9,0.788928210313448,0.34986471084645654,0.7574136008918617
7ora,0.943159922928709,0.7255880803400979,0.8917089678510998
7orb,0.8008964378391129,0.39213820879626515,0.7594605475040256
7p40,0.8914604236343366,0.17821267402142377,0.8829397926287357
7p77,0.8328262339418526,0.19745474237233718,0.8215916503587738
7p78,0.9014050964515361,0.2502481359733985,0.8885403476459077
7p79,0.8591850733982713,0.2255161634483689,0.8466705453006822
7p7a,0.7115376245811028,0.04762039106295959,0.7072662298987492
7phg,0.8372670807453416,0.5636822025568727,0.7795918367346939
7pqy,0.8592955700798838,0.5916809550909562,0.7935038212815991
7pqz,0.8367521367521367,0.5404956007351506,0.7699091032424368
7pr0,0.6056808688387636,0.18770826598307983,0.5933237616654702
7pry,0.8257225433526012,0.348182946533398,0.7945595854922279
7prz,0.8663916786226686,0.5646744117414392,0.8060011883541296
7ps0,0.9143529411764706,0.5662102916158942,0.8637948717948718
7ps1,0.8771097046413502,0.544044988239403,0.8097079037800687
7ps2,0.6024936601859678,0.18301006260278077,0.5904641044234953
7ps4,0.7934285714285715,0.2719222123651423,0.765897435897436
7ps5,0.8664502164502165,0.4814682732972231,0.8158771280532938
7ps6,0.9208556149732621,0.5112519407798046,0.8842921784098254
7ps7,0.8893960674157304,0.41749479411969115,0.8598582474226805
7q0a,0.8964893735395572,0.3123553822330671,0.8816859221223792
7q0g,0.8602033405954974,0.5317429610467952,0.8002701080432173
7q0h,0.8790667104830759,0.3247672870998579,0.8487394957983193
7q0i,0.755264655663062,0.2817387221613722,0.7314388120839734
7q3q,0.8731426036815259,0.6260283467047381,0.8237877052310041
7q3r,0.4744376278118609,0.14007063271458997,0.48100172711571676
7q6e,0.6736029927519289,0.04898535954855515,0.6696408231452655
7q9f,0.5739130434782609,0.02869428945691139,0.5725838264299803
7q9g,0.8688956433637285,0.18522861414801486,0.8567514677103718
7q9i,0.8469854797979798,0.17945422110050394,0.8366254892367906
7q9j,0.90486798679868,0.16869879271103527,0.9006033920417481
7q9k,0.8348644715299254,0.15225365921112982,0.8275081049873431
7q9m,0.7727148810219262,0.13235976693231108,0.7656971900325684
7q9p,0.9216566866267465,0.2539597540242777,0.913894324853229
7qez,0.47827743902439024,0.14703142101105776,0.484375
7qf0,0.8841799265605875,0.6958078093884842,0.8020274299344067
7qf1,0.8844827586206896,0.40439912874153716,0.8474226804123713
7qnw,0.8811610076670318,0.4171827880915801,0.8392166344294004
7qnx,0.8141695702671312,0.40108926105327974,0.7812097812097811
7qny,0.8798593113661607,0.5928844402029133,0.8057893959533303
7qti,0.8245244366403277,0.10853718254455808,0.8196155174398526
7qtj,0.7671523982999393,0.29657284904456194,0.7457158651188502
7qtk,0.7871888281724347,0.347958003101103,0.7639579878385848
7r40,0.8878375387339531,0.15717979798257803,0.8814959773863884
7r4i,0.7913510101010102,0.14870210080534307,0.78271771037182
7r4q,0.6210454108931266,0.06729510186841087,0.61715237742635
7r4r,0.7930080401028612,0.10369957906566991,0.7846095574774318
7r6w,0.44752941176470584,0.11263754449729446,0.4568205128205128
7r6x,0.4740783410138249,0.13894489081611405,0.48062895120765114
7r7n,0.7888154789995281,0.3561049328153443,0.7517297517297516
7r8l,0.8852901484480432,0.6544632376814273,0.8123982637004881
7r8m,0.7077196095829636,0.07804267657505276,0.703454852832806
7r8n,0.7948404713998275,0.11853852858546918,0.7872518870561923
7r8o,0.8857638888888889,0.25647557482219047,0.8741744129158513
7ra8,0.817354260089686,0.10154096225071915,0.809247546346783
7ral,0.6555299539170507,0.30084806719875545,0.6302584418034333
7rbu,0.6263675391220053,0.200585874611449,0.6149838749689904
7rbv,0.5834771003548062,0.053659828559377065,0.5814342528880752
7rby,0.8571702453987731,0.559353299013366,0.8011217948717949
7rks,0.5332616101846871,0.2264203836951793,0.5288813750352213
7rkv,0.753013737033922,0.09716382668117653,0.7431203871156947
7rq6,0.8607613258069184,0.3027583266490198,0.8488957226726308
7rr0,0.9330895008605852,0.7051711076021183,0.8731590574374081
7ru3,0.6014529058116233,0.029988433524001386,0.599559686888454
7ru4,0.4381831430653388,0.10679265110514222,0.4476969436074043
7ru5,0.8350175365489461,0.1374481201607901,0.8260004048856198
7ru8,0.817956237311076,0.40100063548609277,0.7641824249165738
7rw2,0.6952614379084967,0.07861379546421214,0.6888725809958687
7s0b,0.642393509127789,0.19207590045306455,0.6241552590538901
7s0c,0.8140432098765432,0.15549096720894912,0.8045318725099602
7s0d,0.7086435640530686,0.07084933445380598,0.7023957777382435
7s0e,0.8004614767255216,0.06597229767999142,0.7937206572769953
7s4s,0.9293718166383702,0.7430846451941462,0.84742296154895
7s5p,0.8784119106699753,0.6308050394399984,0.8049167327517842
7s5q,0.9090909090909092,0.5229371502048132,0.8661616161616164
7s5r,0.571285140562249,0.168380269326123,0.5629251700680272
7s6j,0.8268806419257774,0.1469925811790678,0.8193737769080235
7s6k,0.8237952523666809,0.07629788096417087,0.8176311620538625
